Date,Temperature_C,Rainfall_mm,CO2_ppm,AirQuality_Index,SeaLevel_mm,IceExtent_km2
2010-01-01,15.63442100225791,8.09358979450351,359.5474171636861,61.802363252761616,-0.9352003659238189,108.20029786356815
2010-01-02,15.157112504173849,9.890401516249284,359.5162648611709,63.64220991618505,0.9047576397711578,99.65533813094298
2010-01-03,16.100653700612856,4.140553127610321,360.42050315792505,62.76039054450342,1.0659336175414778,103.36901456758767
2010-01-04,17.133461007915788,16.624421210818323,360.33632869749783,57.97802323265421,1.1185804716043866,105.48150646759262
2010-01-05,15.533580664628506,24.02138762618219,359.88557319134026,64.89633186355613,1.131065452355765,105.81961486860826
2010-01-06,15.690696184445635,13.612000457158924,360.1127737310106,59.03590508843929,-0.3088572302489753,102.62530391567842
2010-01-07,17.660900648880613,18.003614218464705,360.0526134203092,63.66695001250692,0.7196024156410423,104.89831622675204
2010-01-08,17.0056922926005,48.47559104301472,359.86419425335845,61.696889647506545,1.1161318592614256,104.99695870504632
2010-01-09,15.925027478283837,47.76955452502065,360.0917151141521,70.27360769093055,-0.8003097541432455,107.9103073479911
2010-01-10,17.09294040830539,50.331430912413765,359.9287701757046,62.71773804726206,0.27508646466017606,105.37993474842236
2010-01-11,16.242435109564163,23.78058774155859,360.36254787074364,64.14339939389109,-0.037240429424350144,104.67532829555311
2010-01-12,16.395149281372436,34.70871958511749,360.0120483992943,64.76230935180926,-1.7719660456823696,103.54737731475858
2010-01-13,17.257381323956167,32.24345595216939,360.7992961667577,64.12326912245656,0.43406621496037934,106.16596812751237
2010-01-14,15.256152744109677,80.33580467959416,360.0656258161185,63.040363085611276,-0.5971176600744422,104.43694403862911
2010-01-15,15.597963301499405,21.674795844070154,360.12965600107515,60.15868347868343,1.177713086614465,103.80928527783192
2010-01-16,16.913436416477882,19.59400648260367,360.26111696103095,62.80498255248226,-0.6268287577089773,102.97817056346783
2010-01-17,16.615090940519522,22.051936948329626,360.36062933275593,57.552755111735365,0.47366997123380505,104.34053769434519
2010-01-18,18.09368364001773,64.49405087111897,360.13975099699877,64.62308832734875,0.26577320893366524,106.32718943781997
2010-01-19,17.022203640552913,54.82198925177825,360.27511713502935,71.93188748129602,-1.5603556528931266,103.89994141942398
2010-01-20,16.667953830315895,10.544435471895966,360.1848891016398,63.71048982690625,-0.14867839380377618,104.99085602899225
2010-01-21,19.695135993593873,10.019535711758643,359.90331774563276,64.20894422085827,0.5379765636910165,103.80400591559288
2010-01-22,18.15210220226326,42.55033442492461,359.8292920763904,58.54469982218148,1.213240501353626,105.25457828088231
2010-01-23,18.59292152662426,30.309825580438844,360.36035607993784,60.76254480739974,0.21730535719776808,105.07620018305424
2010-01-24,17.247245711784874,5.112233774595253,360.61259572776316,65.90493611337556,1.1138921169218328,103.33117508580139
2010-01-25,18.273259993086967,10.650613673981653,359.67498508324024,58.888589885528724,0.7542043112073671,106.56513172090601
2010-01-26,19.073225139189997,31.47178314324562,359.7407469606554,61.056486485967085,0.7966854049045344,101.98513341395835
2010-01-27,17.954942877940734,142.61384627385277,359.74469390508654,64.95404300449907,0.8504362595262827,107.16368741378292
2010-01-28,19.624205819371298,49.779686797286516,360.41734829331483,65.68777687253318,-0.0306302920579839,105.54744137433576
2010-01-29,18.789341577173385,14.40142963109469,360.4492304420866,62.943243242335775,-0.7361673190759819,106.06077087351515
2010-01-30,19.238624110015493,79.05171089222014,359.9055923862906,63.64853199226563,1.8317670030563467,101.57963705839599
2010-01-31,19.067778309479458,12.862212388482346,360.8670747148381,63.65154904104305,1.0393753487797166,104.77475239114482
2010-02-01,21.659724326688423,24.47227302902761,360.09669347736025,54.10995219649716,0.21160525901112331,111.60038846100196
2010-02-02,19.93066934318662,96.36831748686565,360.64972147900033,57.600060591141876,0.9062767162715706,108.2381906304445
2010-02-03,19.02190068436628,15.885077649548489,360.46843491743505,58.55574593790583,0.6955407105001474,108.78536032461041
2010-02-04,21.03629198277642,106.94660361310447,359.94528707280756,57.57485128745768,-0.5469474384661897,106.232309929414
2010-02-05,19.12569547036674,4.431582204355365,360.1141521354685,52.07338241304306,-0.021602114441532094,105.6383673610235
2010-02-06,20.686817935761283,54.439838129555355,359.98468142505607,62.46700852759783,1.6516972387281932,108.97317926783013
2010-02-07,18.648289594474722,46.10292778436115,359.84995540852776,54.589954319675414,0.3289928516885694,107.15213891839484
2010-02-08,19.408336608425067,77.04006462091851,360.18412944179255,58.096459110325625,0.7185577520173088,107.396645366759
2010-02-09,21.060472225150164,44.52101528818045,359.9073604061565,58.85544845838984,1.611979385472794,108.62647141990718
2010-02-10,21.727659562797953,47.05136206308134,360.22130087041444,56.535613595601816,0.3530801408810479,109.86871761906424
2010-02-11,21.284605634013957,22.99725984912396,360.8605167129069,58.64360657060836,-0.5609157753357009,109.54330799336354
2010-02-12,21.12006498752415,32.40530041050622,360.49648078003503,55.594273773698326,0.492776697399736,108.68708134044473
2010-02-13,21.055486673811938,100.29215316231374,360.1271799930372,64.37137952743511,-0.16984498159650174,110.25791441857042
2010-02-14,19.99731677002071,53.52571108060111,360.10954659042665,57.15856281214256,-0.9940402975056838,110.56738605598083
